hashtag,tweet,party,polarity
#humnibhayenge,  sevadalgj    lakh jobs in first year  promises rahul gandhi   humnibhayenge   ,congress,p
#humnibhayenge,cong born to break india  first india pak   then pak bangla then     kashmir       humnibhayenge ,congress,p
#humnibhayenge,  sevadalgj  do you believe in nyay    do you want to see an india where everyone can live a life of dignity  amp  respect    show your suppo  ,congress,p
#humnibhayenge,  i_theindian  congress president rahul gandhi reaches calicut airpo  kerala amidst chants of  rahul  rahul    humnibhayenge     ,congress,p
#humnibhayenge,  incindia  through the nyuntam aay yojana we will guarantee a minimum yearly income of rs      to   crore poorest families  which wil  ,congress,p
#humnibhayenge,  saralpatel  bjp  amp  pm modi is calling congress manifesto anti national    why   because congress party promises to unite  empower and up  ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  incindia  through the nyuntam aay yojana we will guarantee a minimum yearly income of rs      to   crore poorest families  which wil  ,congress,p
#humnibhayenge,  incindia  through the nyuntam aay yojana we will guarantee a minimum yearly income of rs      to   crore poorest families  which wil  ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  annatarajgowda  what pm  narendramodi has stolen from the poor will be given back to the poor  nobody can stop  nyayforindia  humnibhay  ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  congresssevadal  in the bjp government every independent institution has suffered an unprecedented loss of credibility  congress will r  ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  vsugrappa  what pm  narendramodi has stolen from the poor will be given back to the poor  nobody can stop  nyayforindia  humnibhayenge  ,congress,p
#humnibhayenge,  vikasspandey  what pm  narendramodi has stolen from the poor will be given back to the poor  nobody can stop  nyayforindia  humnibhayen  ,congress,p
#humnibhayenge,  bhushankpatil   north mumbai congress candidate  officialurmila today had a get together   with gujarati mahila mandal of borivali wes  ,congress,p
#humnibhayenge,  inckarnataka  what pm  narendramodi has stolen from the poor will be given back to the poor  nobody can stop  nyayforindia  humnibhayen  ,congress,p
#humnibhayenge,congress president rahul gandhi reaches calicut airpo  kerala amidst chants of  rahul  rahul    humnibhayenge     ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  ruchirac  favorite slogans from yesterday s manifesto launch       गर ब  पर व र  बहत तर हज  र  cp  rahulgandhi    we will create wealth  ,congress,p
#humnibhayenge,do you believe in nyay    do you want to see an india where everyone can live a life of dignity  amp  respect    show y    ,congress,p
#humnibhayenge,  inckarnataka  through the nyuntam aay yojana  nyay  we will guarantee a minimum yearly income of rs      to   crore poorest families  ,congress,p
#humnibhayenge,  saralpatel    incindia has promised to create separate employment ministry to push for job creation and take the country out of the cur  ,congress,p
#humnibhayenge,  geetv   rahul gandhi proves a serious contender with a  manifesto    humnibhayenge  congressmanifesto    nyayforindia  congressmani  ,congress,p
#humnibhayenge,  inctamilnadu  love not hate    humnibhayenge   ,congress,p
#humnibhayenge,  inckarnataka  what pm  narendramodi has stolen from the poor will be given back to the poor  nobody can stop  nyayforindia  humnibhayen  ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  geetv   rahul gandhi proves a serious contender with a  manifesto    humnibhayenge  congressmanifesto    nyayforindia  congressmani  ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  lakh jobs in first year  promises rahul gandhi   humnibhayenge   ,congress,p
#humnibhayenge,  incmumbai  love not hate    humnibhayenge   ,congress,p
#humnibhayenge,i am a political but what really would had been funny is the congress slogan  humnibhayenge rather be    ,congress,p
#humnibhayenge,  geetv   rahul gandhi proves a serious contender with a  manifesto    humnibhayenge  congressmanifesto    nyayforindia  congressmani  ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  bhatia_niraj   i am not like modi   i dont make fake promises    rahulgandhi   humnibhayenge  nyay   ,congress,p
#humnibhayenge,  inctamilnadu  love not hate    humnibhayenge   ,congress,p
#humnibhayenge,  inctamilnadu  through the nyuntam aay yojana  nyay  we will guarantee a minimum yearly income of rs      to   crore poorest families  ,congress,p
#humnibhayenge,  nsui  yesterday congress president  rahulgandhi released the congress  manifesto for    after an exhaustive consultative process whi  ,congress,p
#humnibhayenge,  incindia  through the nyuntam aay yojana we will guarantee a minimum yearly income of rs      to   crore poorest families  which wil  ,congress,p
#humnibhayenge,  kilafateh   rahulgandhi whatever we say we will do it  humnibhayenge ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  mahilacongress    incindia promises the right to housing for the urban poor and protection from arbitrary eviction  we will build night  ,congress,p
#humnibhayenge, ambkcsingh  jhasanjay  incindia during amritmanthan the toxicity just gushed out before the elixiar apppeared  humnibhayenge this venom  ,congress,p
#humnibhayenge,  incmaharashtra  manifesto for the people  by the people  amp  of the people   we have delivered before  we will deliver again    humnibhaye  ,congress,p
#humnibhayenge,  ruchirac  favorite slogans from yesterday s manifesto launch       गर ब  पर व र  बहत तर हज  र  cp  rahulgandhi    we will create wealth  ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  bmsurana   humnibhayenge  the  brigade kolkata rally will give an indication towards party s electoral performance in the state   deshk  ,congress,p
#humnibhayenge,  jhasanjay  a ministry of jobs   humnibhayenge ,congress,p
#humnibhayenge,  mahilacongress   i ve never broken a promise that i ve made    humnibhayenge   ,congress,p
#humnibhayenge,  i_theindian   i ve never broken a promise that i ve made     rahul gandhi  humnibhayenge   ,congress,p
#humnibhayenge,  incindia  through the nyuntam aay yojana we will guarantee a minimum yearly income of rs      to   crore poorest families  which wil  ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  incindia  through the nyuntam aay yojana we will guarantee a minimum yearly income of rs      to   crore poorest families  which wil  ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  bhatia_niraj   educationist  amp  entrepreneur maheshwar peri on  congressmanifesto s employment creation idea      humnibhayenge   ,congress,p
#humnibhayenge,  mahilacongress    incindia promises the right to housing for the urban poor and protection from arbitrary eviction  we will build night  ,congress,p
#humnibhayenge, incindialive  incmaharashtra  why are you silent why are you not complaining this to election commission      ,congress,p
#humnibhayenge,  faizan_inc  yesterday congress president  rahulgandhi released the congress  manifesto for    after an exhaustive consultative proce  ,congress,p
#humnibhayenge,  faizan_inc  through the nyuntam aay yojana we will guarantee a minimum yearly income of rs      to   crore poorest families  which w  ,congress,p
#humnibhayenge,  incmaharashtra  love not hate    humnibhayenge   ,congress,p
#humnibhayenge,  incmaharashtra  through the nyuntam aay yojana  nyay  we will guarantee a minimum yearly income of rs      to   crore poorest famili  ,congress,p
#humnibhayenge,  ruchirac  favorite slogans from yesterday s manifesto launch       गर ब  पर व र  बहत तर हज  र  cp  rahulgandhi    we will create wealth  ,congress,p
#humnibhayenge,  vinay_khamkar   humnibhayenge व द  हम न भ ए ग   we will         bring in nyay       year to india s poorest     stabilize fuel price  ,congress,p
#humnibhayenge,  trendsmumbai   humnibhayenge is now trending in  mumbai      ,congress,p
#humnibhayenge,  geetv    rahulgandhi  what has modi done for our soldiers who carry out surgical strikes   what has modi done for our defence forces   ,congress,p
#humnibhayenge,  geetv    separate kisan budget with clarity on msps benefits   apmc to be scrapped farmers free to sell produce at best prices  farm l  ,congress,p
#humnibhayenge,  geetv    rahulgandhi these are simple  amp  effective steps to help our ex servicemen  amp  give them the respect they richly deserve   humnib  ,congress,p
#humnibhayenge,  incmaharashtra  manifesto for the people  by the people  amp  of the people   we have delivered before  we will deliver again    humnibhaye  ,congress,p
#humnibhayenge,  geetv    rahulgandhi  what has modi done for our soldiers who carry out surgical strikes   what has modi done for our defence forces   ,congress,p
#humnibhayenge, incindia all these departments are working fine now  don t make department officials to work like   soniagandhi    ,congress,p
#humnibhayenge,  rahulmeharnsui_   why media scared to ask questions to  narendramodi   he is hiding but  rahulgandhi is ready to face students   youths  ,congress,p
#humnibhayenge,  maazspeaks  poor farmer of bjp working hard in mathura  humnibhayenge  nyayforindia   ,congress,p
#humnibhayenge,  sevadalga  we promises to implement women s reservation bill in the first session of the parliament    humnibhayenge   ,congress,p
#humnibhayenge,  incindia  through the nyuntam aay yojana we will guarantee a minimum yearly income of rs      to   crore poorest families  which wil  ,congress,p
#humnibhayenge,  incindia  through the nyuntam aay yojana we will guarantee a minimum yearly income of rs      to   crore poorest families  which wil  ,congress,p
#humnibhayenge,  sevadalga  we promises to abolish angel tax for new sta ups    humnibhayenge   ,congress,p
#humnibhayenge,  sevadalga  we promises to ensure indian msmes will grow and be strengthened to  make for the world    humnibhayenge   ,congress,p
#humnibhayenge,  jhasanjay  defamation law will be amended  no criminalization   humnibhayenge  apnatimeaayegapakka ,congress,p
#humnibhayenge,  npatnaikodisha  to ensure a life of dignity to all indians  congress will introduce the nyuntam aay yojana     nyay  under which rs     ,congress,p
#humnibhayenge,  incmaharashtra  manifesto for the people  by the people  amp  of the people   we have delivered before  we will deliver again    humnibhaye  ,congress,p
#humnibhayenge,  ruchirac  favorite slogans from yesterday s manifesto launch       गर ब  पर व र  बहत तर हज  र  cp  rahulgandhi    we will create wealth  ,congress,p
#humnibhayenge,  sevadalga  we promises to ensure that the privacy of the citizens is top priority    humnibhayenge   ,congress,p
#humnibhayenge,  withcongress     reservation for women in parliament   per annum to poor families a different farmers budget to ease pressure petr  ,congress,p
#humnibhayenge,  sevadalga  we promises to provide    central government jobs for women    humnibhayenge   ,congress,p
#humnibhayenge,  bhatia_niraj   educationist  amp  entrepreneur maheshwar peri on  congressmanifesto s employment creation idea      humnibhayenge   ,congress,p
#humnibhayenge,  sevadalga  we promises to pass a bill for right to free healthcare for all     humnibhayenge   ,congress,p
#humnibhayenge,  mahilacongress  we will encourage and suppo micro and small enterprises that collectivise unorganised sector workers including waste  ,congress,p
#humnibhayenge,  vinay_khamkar   humnibhayenge     incindia under the leadership of  rahulgandhi will bring india back onto the path of inclusive progrs  ,congress,p
#humnibhayenge,  sevadalga  we promises to allow entrepreneurs to think big and run business free from inspector raj     humnibhayenge   ,congress,p
#humnibhayenge,  saralpatel    incindia withdraw brazen and regressive citizenship amendment bill     humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  sevadalga  we promises to fill every public sector vacany by march      humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  saralpatel  हम न भ ए ग      to stabilize fuel prices  petrol  amp  diesel will be bought under gst     we will scrap angel tax        rese  ,congress,p
#humnibhayenge,  mahilacongress    incindia promises the right to housing for the urban poor and protection from arbitrary eviction  we will build night  ,congress,p
#humnibhayenge,  jhasanjay    days of  mnrega  a pro poor policy that will help obliterate poverty   humnibhayenge ,congress,p
#humnibhayenge,  saralpatel  bjp  amp  pm modi is calling congress manifesto anti national    why   because congress party promises to unite  empower and up  ,congress,p
#humnibhayenge,  ruchirac  do we choose inclusion or exclusion  do we choose prosperity for all  or wealth for a few  do we choose results or jumlas  do  ,congress,p
#humnibhayenge,  incmaharashtra  manifesto for the people  by the people  amp  of the people   we have delivered before  we will deliver again    humnibhaye  ,congress,p
#humnibhayenge,  incindia  through the nyuntam aay yojana we will guarantee a minimum yearly income of rs      to   crore poorest families  which wil  ,congress,p
#humnibhayenge,  incmumbai  we promise protection of forest  wild life and biodiversity   humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  hasibaamin  nyay   the final assault on poverty  mh most favorite point in the congress manifesto  what s your s   humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  ruchirac  favorite slogans from yesterday s manifesto launch       गर ब  पर व र  बहत तर हज  र  cp  rahulgandhi    we will create wealth  ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  jhasanjay  not rs   lakh in every bank account     crore jobs per year   doubling of farm income  no  jumla  no lies  no fraud   humni  ,congress,p
#humnibhayenge,  hasibaamin  nyay   the final assault on poverty  mh most favorite point in the congress manifesto  what s your s   humnibhayenge   ,congress,p
#humnibhayenge,let the trend continue  humnibhayenge ,congress,p
#humnibhayenge,  inckarnataka  what pm  narendramodi has stolen from the poor will be given back to the poor  nobody can stop  nyayforindia  humnibhayen  ,congress,p
#humnibhayenge,  inctelangana  through the nyuntam aay yojana  nyay  we will guarantee a minimum yearly income of rs      to   crore poorest families  ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,so proud listening to my leader  rahulgandhi    release  incindia  congressmanifesto   so    ,congress,p
#humnibhayenge,  rachitseth   humnibhayenge  congress manifesto press conferences in various states tomorrow  important stations which are left will be  ,congress,p
#humnibhayenge,  hasibaamin  nyay   the final assault on poverty  mh most favorite point in the congress manifesto  what s your s   humnibhayenge   ,congress,p
#humnibhayenge,  spgurjarinc  no more fake promises  no more jumlas  it s the time for change  time for a new beginning   apnatimeaayegapakka   humnibha  ,congress,p
#humnibhayenge,  withcongress     reservation for women in parliament   per annum to poor families a different farmers budget to ease pressure petr  ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  jhasanjay  defamation law will be amended  no criminalization   humnibhayenge  apnatimeaayegapakka ,congress,p
#humnibhayenge,  pabhisheksharma  love not hate    humnibhayenge   ,congress,p
#humnibhayenge,  bhushankpatil   north mumbai congress candidate  officialurmila today had a get together   with gujarati mahila mandal of borivali wes  ,congress,p
#humnibhayenge,  inckarnataka  our armed forces today are struggling for procuring new equipment with which to guard our borders  in a congress governme  ,congress,p
#humnibhayenge,  inckarnataka  what pm  narendramodi has stolen from the poor will be given back to the poor  nobody can stop  nyayforindia  humnibhayen  ,congress,p
#humnibhayenge,  inckarnataka  love not hate    humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  incindia  through the nyuntam aay yojana we will guarantee a minimum yearly income of rs      to   crore poorest families  which wil  ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  spgurjarinc  no more fake promises  no more jumlas  it s the time for change  time for a new beginning   apnatimeaayegapakka   humnibha  ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  incindia  through the nyuntam aay yojana we will guarantee a minimum yearly income of rs      to   crore poorest families  which wil  ,congress,p
#humnibhayenge,  vikasspandey  what pm  narendramodi has stolen from the poor will be given back to the poor  nobody can stop  nyayforindia  humnibhayen  ,congress,p
#humnibhayenge,  mahilacongress    incindia promises the right to housing for the urban poor and protection from arbitrary eviction  we will build night  ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  rkhuria   humnibhayenge damage done by gabbar singh tax will be undone  simple  single rate gst will include petrol  amp  diesel in its sco  ,congress,p
#humnibhayenge,  inctelangana  through the nyuntam aay yojana  nyay  we will guarantee a minimum yearly income of rs      to   crore poorest families  ,congress,p
#humnibhayenge,  inckarnataka  what pm  narendramodi has stolen from the poor will be given back to the poor  nobody can stop  nyayforindia  humnibhayen  ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  spgurjarinc  no more fake promises  no more jumlas  it s the time for change  time for a new beginning   apnatimeaayegapakka   humnibha  ,congress,p
#humnibhayenge,  jhasanjay    days of  mnrega  a pro poor policy that will help obliterate poverty   humnibhayenge ,congress,p
#humnibhayenge,  bhushankpatil   a joint meeting of all frontals leaders  amp  workers of  incmumbai  amp   ncpmumbai was organised today at bhurabhai hall  ka  ,congress,p
#humnibhayenge,  i_theindian   i ve never broken a promise that i ve made     rahul gandhi  humnibhayenge   ,congress,p
#humnibhayenge,  simmiahuja_  people of india is fed up from jumlas  they are desperately looking for change   and  incindia has capability to fulfill t  ,congress,p
#humnibhayenge,  jhasanjay  a kisan budget   humnibhayenge ,congress,p
#humnibhayenge,  sevadalbr    lakh jobs in first year  promises rahul gandhi   humnibhayenge   ,congress,p
#humnibhayenge,  inckarnataka  love not hate    humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  incmumbai  we promise protection of forest  wild life and biodiversity   humnibhayenge   ,congress,p
#humnibhayenge,  inckarnataka  traders and businessmen will no longer have to navigate the maze that the gabbar singh tax is today  under congress  a si  ,congress,p
#humnibhayenge,  saralpatel  हम न भ ए ग      to stabilize fuel prices  petrol  amp  diesel will be bought under gst     we will scrap angel tax        rese  ,congress,p
#humnibhayenge,  kpatelinc  congress promises that school education from class i to class xii in public schools shall be compulsory and free schools wil  ,congress,p
#humnibhayenge,  jhasanjay  defamation law will be amended  no criminalization   humnibhayenge  apnatimeaayegapakka ,congress,p
#humnibhayenge,  inckarnataka  what pm  narendramodi has stolen from the poor will be given back to the poor  nobody can stop  nyayforindia  humnibhayen  ,congress,p
#humnibhayenge,  incmaharashtra  manifesto for the people  by the people  amp  of the people   we have delivered before  we will deliver again    humnibhaye  ,congress,p
#humnibhayenge,  hasibaamin  nyay   the final assault on poverty  mh most favorite point in the congress manifesto  what s your s   humnibhayenge   ,congress,p
#humnibhayenge,  jhasanjay  not rs   lakh in every bank account     crore jobs per year   doubling of farm income  no  jumla  no lies  no fraud   humni  ,congress,p
#humnibhayenge,  saralpatel  which party calls their manifesto promises  jumla  after elections      humnibhayenge   ,congress,p
#humnibhayenge,  npatnaikodisha  to ensure a life of dignity to all indians  congress will introduce the nyuntam aay yojana     nyay  under which rs     ,congress,p
#humnibhayenge,  bhatia_niraj   educationist  amp  entrepreneur maheshwar peri on  congressmanifesto s employment creation idea      humnibhayenge   ,congress,p
#humnibhayenge,  saralpatel    incindia withdraw brazen and regressive citizenship amendment bill     humnibhayenge   ,congress,p
#humnibhayenge,  jhasanjay    days of  mnrega  a pro poor policy that will help obliterate poverty   humnibhayenge ,congress,p
#humnibhayenge,  hasibaamin  nyay   the final assault on poverty  mh most favorite point in the congress manifesto  what s your s   humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  saralpatel    incindia withdraw brazen and regressive citizenship amendment bill     humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  withcongress     reservation for women in parliament   per annum to poor families a different farmers budget to ease pressure petr  ,congress,p
#humnibhayenge,  saralpatel  bjp  amp  pm modi is calling congress manifesto anti national    why   because congress party promises to unite  empower and up  ,congress,p
#humnibhayenge,  bhushankpatil   north mumbai congress candidate  officialurmila today had a get together   with gujarati mahila mandal of borivali wes  ,congress,p
#humnibhayenge,  jhasanjay    days of  mnrega  a pro poor policy that will help obliterate poverty   humnibhayenge ,congress,p
#humnibhayenge,  jhasanjay  a ministry of jobs   humnibhayenge ,congress,p
#humnibhayenge,  nsui  yesterday congress president  rahulgandhi released the congress  manifesto for    after an exhaustive consultative process whi  ,congress,p
#humnibhayenge,  congresssevadal  in the bjp government every independent institution has suffered an unprecedented loss of credibility  congress will r  ,congress,p
#humnibhayenge,  mahilacongress   i ve never broken a promise that i ve made    humnibhayenge   ,congress,p
#humnibhayenge,  hasibaamin  nyay   the final assault on poverty  mh most favorite point in the congress manifesto  what s your s   humnibhayenge   ,congress,p
#humnibhayenge,  sevadalbr    lakh jobs in first year  promises rahul gandhi   humnibhayenge   ,congress,p
#humnibhayenge,  mahilacongress  we will encourage and suppo micro and small enterprises that collectivise unorganised sector workers including waste  ,congress,p
#humnibhayenge,  vishalgaur   these are the five important takeaways of congress manifesto those indicate the congress s commitment towards the farme  ,congress,p
#humnibhayenge,  mahilacongress    incindia promises the right to housing for the urban poor and protection from arbitrary eviction  we will build night  ,congress,p
#humnibhayenge,  incindia  through the nyuntam aay yojana we will guarantee a minimum yearly income of rs      to   crore poorest families  which wil  ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  ruchirac  favorite slogans from yesterday s manifesto launch       गर ब  पर व र  बहत तर हज  र  cp  rahulgandhi    we will create wealth  ,congress,p
#humnibhayenge,  ruchirac  do we choose inclusion or exclusion  do we choose prosperity for all  or wealth for a few  do we choose results or jumlas  do  ,congress,p
#humnibhayenge,  vikasspandey  what pm  narendramodi has stolen from the poor will be given back to the poor  nobody can stop  nyayforindia  humnibhayen  ,congress,p
#humnibhayenge,  nsui  yesterday congress president  rahulgandhi released the congress  manifesto for    after an exhaustive consultative process whi  ,congress,p
#humnibhayenge,  incindia  through the nyuntam aay yojana we will guarantee a minimum yearly income of rs      to   crore poorest families  which wil  ,congress,p
#humnibhayenge,  incindia  we promise to restore the autonomy of our institutions such as the rbi  eci  cbi  cic without fear or favour   humnibhayenge  ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  annatarajgowda  what pm  narendramodi has stolen from the poor will be given back to the poor  nobody can stop  nyayforindia  humnibhay  ,congress,p
#humnibhayenge,  saralpatel    incindia withdraw brazen and regressive citizenship amendment bill     humnibhayenge   ,congress,p
#humnibhayenge,  sevadalmb  do you believe in nyay    do you want to see an india where everyone can live a life of dignity  amp  respect    show your suppo  ,congress,p
#humnibhayenge,  saralpatel  हम न भ ए ग      to stabilize fuel prices  petrol  amp  diesel will be bought under gst     we will scrap angel tax        rese  ,congress,p
#humnibhayenge,  jhasanjay  not rs   lakh in every bank account     crore jobs per year   doubling of farm income  no  jumla  no lies  no fraud   humni  ,congress,p
#humnibhayenge,  kpatelinc  congress promises that school education from class i to class xii in public schools shall be compulsory and free schools wil  ,congress,p
#humnibhayenge,  nsui  yesterday congress president  rahulgandhi released the congress  manifesto for    after an exhaustive consultative process whi  ,congress,p
#humnibhayenge,  mahilacongress   i ve never broken a promise that i ve made    humnibhayenge   ,congress,p
#humnibhayenge,  hasibaamin  nyay   the final assault on poverty  mh most favorite point in the congress manifesto  what s your s   humnibhayenge   ,congress,p
#humnibhayenge,  incmumbai  we promise protection of forest  wild life and biodiversity   humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  inckarnataka  love not hate    humnibhayenge   ,congress,p
#humnibhayenge,  inckarnataka  what pm  narendramodi has stolen from the poor will be given back to the poor  nobody can stop  nyayforindia  humnibhayen  ,congress,p
#humnibhayenge,  incmaharashtra  manifesto for the people  by the people  amp  of the people   we have delivered before  we will deliver again    humnibhaye  ,congress,p
#humnibhayenge,  vikasspandey  what pm  narendramodi has stolen from the poor will be given back to the poor  nobody can stop  nyayforindia  humnibhayen  ,congress,p
#humnibhayenge,  jhasanjay  not rs   lakh in every bank account     crore jobs per year   doubling of farm income  no  jumla  no lies  no fraud   humni  ,congress,p
#humnibhayenge,  sevadalbr    lakh jobs in first year  promises rahul gandhi   humnibhayenge   ,congress,p
#humnibhayenge,  incindia  we will ensure our cities are empowered through directly elected mayors  to ensure accountability   humnibhayenge   ,congress,p
#humnibhayenge,  jhasanjay  defamation law will be amended  no criminalization   humnibhayenge  apnatimeaayegapakka ,congress,p
#humnibhayenge,  rachitseth   humnibhayenge  congress manifesto press conferences in various states tomorrow  important stations which are left will be  ,congress,p
