,hashtag,tweet,party,polarity
639,#humnibhayenge,"RT @geetv79: ""The tax burden of the middle class, the average tax payer will👇NOT increase"" confirmed @PChidambaram_IN  #NYAYForIndia #Congr… ",congress,p
640,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
641,#humnibhayenge,"RT @geetv79: ""The tax burden of the middle class, the average tax payer will👇NOT increase"" confirmed @PChidambaram_IN  #NYAYForIndia #Congr… ",congress,p
642,#humnibhayenge,RT @INCKarnataka: Our armed forces today are struggling for procuring new equipment with which to guard our borders. In a Congress governme… ,congress,p
643,#humnibhayenge,RT @INCPuducherry: Love not Hate.  #HumNibhayenge https://t.co/p7UtV77uRd ,congress,p
644,#humnibhayenge,"RT @INCPuducherry: Through the Nyuntam Aay Yojana (NYAY) we will guarantee a minimum yearly income of Rs. 72,000 to 5 crore poorest familie… ",congress,p
645,#humnibhayenge,"RT @INCIndia: We promise to restore the autonomy of our institutions such as the RBI, ECI, CBI, CIC without fear or favour. #HumNibhayenge… ",congress,p
646,#humnibhayenge,"RT @INCIndia: Through the Nyuntam Aay Yojana we will guarantee a minimum yearly income of Rs. 72,000 to 5 crore poorest families, which wil… ",congress,p
647,#humnibhayenge,RT @vikasspandey: What PM @narendramodi has stolen from the poor will be given back to the poor. Nobody can stop #NYAYforIndia #HumNibhayen… ,congress,p
648,#humnibhayenge,"RT @geetv79: “Mr Jaitley says, #NYAY can’t be implemented’ I accept that. So, vacate the chair. We will do it”👇 says Former Finance Ministe… ",congress,p
649,#humnibhayenge,"RT @geetv79: ""The tax burden of the middle class, the average tax payer will👇NOT increase"" confirmed @PChidambaram_IN  #NYAYForIndia #Congr… ",congress,p
650,#humnibhayenge,"RT @geetv79: ""The tax burden of the middle class, the average tax payer will👇NOT increase"" confirmed @PChidambaram_IN  #NYAYForIndia #Congr… ",congress,p
651,#humnibhayenge,"“Mr Jaitley says, #NYAY can’t be implemented’ I accept that. So, vacate the chair. We will do it”👇 says Former Fina… https://t.co/hI6OF0RZDQ ",congress,p
652,#humnibhayenge,"RT @geetv79: ""The tax burden of the middle class, the average tax payer will👇NOT increase"" confirmed @PChidambaram_IN  #NYAYForIndia #Congr… ",congress,p
653,#humnibhayenge,"RT @geetv79: ""The tax burden of the middle class, the average tax payer will👇NOT increase"" confirmed @PChidambaram_IN  #NYAYForIndia #Congr… ",congress,p
654,#humnibhayenge,"""The tax burden of the middle class, the average tax payer will👇NOT increase"" confirmed @PChidambaram_IN… https://t.co/VLrnEgxEbr ",congress,p
655,#humnibhayenge,RT @MahilaCongress: Nyay is not only a game changer but it is the fulfillment of the promise that our founding fathers made - 'Swaraj' for… ,congress,p
656,#humnibhayenge,RT @SevadalGRD: Nyay is not only a game changer but it is the fulfillment of the promise that our founding fathers made - 'Swaraj' for all!… ,congress,p
657,#humnibhayenge,RT @MahilaCongress: Nyay is not only a game changer but it is the fulfillment of the promise that our founding fathers made - 'Swaraj' for… ,congress,p
658,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
659,#humnibhayenge,RT @MahilaCongress: Nyay is not only a game changer but it is the fulfillment of the promise that our founding fathers made - 'Swaraj' for… ,congress,p
660,#humnibhayenge,RT @MahilaCongress: Nyay is not only a game changer but it is the fulfillment of the promise that our founding fathers made - 'Swaraj' for… ,congress,p
661,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
662,#humnibhayenge,"RT @INCIndia: We promise to restore the autonomy of our institutions such as the RBI, ECI, CBI, CIC without fear or favour. #HumNibhayenge… ",congress,p
663,#humnibhayenge,RT @MahilaCongress: Nyay is not only a game changer but it is the fulfillment of the promise that our founding fathers made - 'Swaraj' for… ,congress,p
664,#humnibhayenge,RT @MahilaCongress: Nyay is not only a game changer but it is the fulfillment of the promise that our founding fathers made - 'Swaraj' for… ,congress,p
665,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
666,#humnibhayenge,RT @MahilaCongress: Nyay is not only a game changer but it is the fulfillment of the promise that our founding fathers made - 'Swaraj' for… ,congress,p
667,#humnibhayenge,RT @INCKarnataka: What PM @narendramodi has stolen from the poor will be given back to the poor. Nobody can stop #NYAYforIndia #HumNibhayen… ,congress,p
668,#humnibhayenge,"RT @INCKarnataka: We believe in protecting our poor. Under the NYAY scheme, 20% of the country's poorest will be able to live a life of dig… ",congress,p
669,#humnibhayenge,"RT @INCKarnataka: Traders and businessmen will no longer have to navigate the maze that the Gabbar Singh Tax is today. Under Congress, a si… ",congress,p
670,#humnibhayenge,RT @INCKarnataka: Our armed forces today are struggling for procuring new equipment with which to guard our borders. In a Congress governme… ,congress,p
671,#humnibhayenge,RT @INCKarnataka: Love not Hate.  #HumNibhayenge https://t.co/JjbooFD7eL ,congress,p
672,#humnibhayenge,"RT @INCKarnataka: Through the Nyuntam Aay Yojana (NYAY) we will guarantee a minimum yearly income of Rs. 72,000 to 5 crore poorest families… ",congress,p
673,#humnibhayenge,RT @bhushankpatil12: North Mumbai Congress Candidate @OfficialUrmila today had a get together   with Gujarati Mahila Mandal of Borivali wes… ,congress,p
674,#humnibhayenge,RT @bhushankpatil12: North Mumbai Congress Candidate @OfficialUrmila today had a get together   with Gujarati Mahila Mandal of Borivali wes… ,congress,p
675,#humnibhayenge,"RT @INCIndia: We promise to restore the autonomy of our institutions such as the RBI, ECI, CBI, CIC without fear or favour. #HumNibhayenge… ",congress,p
676,#humnibhayenge,"RT @INCIndia: We will ensure our cities are empowered through directly elected Mayors, to ensure accountability. #HumNibhayenge https://t.c… ",congress,p
677,#humnibhayenge,RT @MahilaCongress: Nyay is not only a game changer but it is the fulfillment of the promise that our founding fathers made - 'Swaraj' for… ,congress,p
678,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
679,#humnibhayenge,RT @bhushankpatil12: North Mumbai Congress Candidate @OfficialUrmila today had a get together   with Gujarati Mahila Mandal of Borivali wes… ,congress,p
680,#humnibhayenge,RT @MahilaCongress: Nyay is not only a game changer but it is the fulfillment of the promise that our founding fathers made - 'Swaraj' for… ,congress,p
681,#humnibhayenge,RT @Devv_Nkumar: 🔴Important highlights of  Congress Manifesto #HumNibhayenge   JOBS  🔹34 lakhs(4+20+10) to be filled till 31st March 2020… ,congress,p
682,#humnibhayenge,RT @MahilaCongress: .@INCIndia promises the Right to Housing for the urban poor and protection from arbitrary eviction. We will build night… ,congress,p
683,#humnibhayenge,RT @MahilaCongress: We will encourage and support micro and small enterprises that collectivise unorganised sector workers including waste… ,congress,p
684,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
685,#humnibhayenge,RT @LakshadweepCon1: #LakshadweepCongressRevolution!   Pledge &amp; Dedication to restore the development and welfare of all our #Lakshadweep p… ,congress,p
686,#humnibhayenge,RT @AbyTherie: We will deliver #HumNibhayenge  #CongressManifesto2019 https://t.co/25K9CvMBr0 ,congress,p
687,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
688,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
689,#humnibhayenge,"RT @maulinshah9: A true leader is one who puts himself to tougher tests than others. Furthermore, he asks people to subject him &amp; his utter… ",congress,p
690,#humnibhayenge,RT @LakshadweepCon1: #LakshadweepCongressRevolution!   Pledge &amp; Dedication to restore the development and welfare of all our #Lakshadweep p… ,congress,p
691,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
692,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
693,#humnibhayenge,"RT @INCMaharashtra: Manifesto for the people, by the people &amp; of the people.  We have delivered before. We will deliver again.  #HumNibhaye… ",congress,p
694,#humnibhayenge,RT @INCMaharashtra: Love not Hate.  #HumNibhayenge https://t.co/nd9XzExR4e ,congress,p
695,#humnibhayenge,"RT @INCMaharashtra: Through the Nyuntam Aay Yojana (NYAY) we will guarantee a minimum yearly income of Rs. 72,000 to 5 crore poorest famili… ",congress,p
696,#humnibhayenge,@gauravbh SP to BJP next what... #HumNibhayenge #Wayanad #Amethi ,congress,p
697,#humnibhayenge,"RT @INCIndia: We promise to restore the autonomy of our institutions such as the RBI, ECI, CBI, CIC without fear or favour. #HumNibhayenge… ",congress,p
698,#humnibhayenge,"RT @INCIndia: We will ensure our cities are empowered through directly elected Mayors, to ensure accountability. #HumNibhayenge https://t.c… ",congress,p
699,#humnibhayenge,RT @INCTamilNadu: Love not Hate.  #HumNibhayenge https://t.co/yZP9QHFPdc ,congress,p
700,#humnibhayenge,#LakshadweepCongressRevolution!   Pledge &amp; Dedication to restore the development and welfare of all our… https://t.co/bDHPKqjkVR ,congress,p
701,#humnibhayenge,"RT @CongressSevadal: In the BJP government,every independent institution has suffered an unprecedented loss of credibility. Congress will r… ",congress,p
702,#humnibhayenge,"RT @INCMumbai: Congress party will extend 33 per cent quota to women in Parliament and Assemblies, and the same percentage of reservation i… ",congress,p
703,#humnibhayenge,"RT @INCMumbai: Congress party will extend 33 per cent quota to women in Parliament and Assemblies, and the same percentage of reservation i… ",congress,p
704,#humnibhayenge,RT @RuchiraC: Do we choose inclusion or exclusion? Do we choose prosperity for all  or wealth for a few? Do we choose results or jumlas? Do… ,congress,p
705,#humnibhayenge,"RT @bhatia_niraj23: I Am Not Like Modi , I Dont Make Fake Promises : @RahulGandhi  #HumNibhayenge #NYAY https://t.co/vtqL891EiN ",congress,p
706,#humnibhayenge,RT @MahilaCongress: Nyay is not only a game changer but it is the fulfillment of the promise that our founding fathers made - 'Swaraj' for… ,congress,p
707,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
708,#humnibhayenge,"RT @geetv79: The MSME sector, contributing 45% of our GDP, which was sabotaged by Modi's #DeMoDisaster followed by his #GabbarSinghTax will… ",congress,p
709,#humnibhayenge,RT @MahilaCongress: Nyay is not only a game changer but it is the fulfillment of the promise that our founding fathers made - 'Swaraj' for… ,congress,p
710,#humnibhayenge,"RT @INCIndia: Through the Nyuntam Aay Yojana we will guarantee a minimum yearly income of Rs. 72,000 to 5 crore poorest families, which wil… ",congress,p
711,#humnibhayenge,"RT @INCIndia: We promise to restore the autonomy of our institutions such as the RBI, ECI, CBI, CIC without fear or favour. #HumNibhayenge… ",congress,p
712,#humnibhayenge,"RT @INCIndia: We will ensure our cities are empowered through directly elected Mayors, to ensure accountability. #HumNibhayenge https://t.c… ",congress,p
713,#humnibhayenge,RT @KhanSaqlain79: She : vote kisko doge? And I replied : not to someone who believes in dividing and spreading hatred! She : BJP itni bhi… ,congress,p
714,#humnibhayenge,RT @SimmiAhuja_: Country Economy will not suffer anymore from Gabbar Singh Tax    #HumNibhayenge https://t.co/lVeTDedwQe ,congress,p
715,#humnibhayenge,"RT @INCIndia: We will ensure our cities are empowered through directly elected Mayors, to ensure accountability. #HumNibhayenge https://t.c… ",congress,p
716,#humnibhayenge,"RT @INCIndia: We promise to restore the autonomy of our institutions such as the RBI, ECI, CBI, CIC without fear or favour. #HumNibhayenge… ",congress,p
717,#humnibhayenge,RT @KilaFateh: We will work to give jobs! We will give incectives to the companies to hire more people #HumNibhayenge https://t.co/8Rg0nyMc… ,congress,p
718,#humnibhayenge,RT @SimmiAhuja_: we Did it   And   We Can do it    #HumNibhayenge ,congress,p
719,#humnibhayenge,"RT @SaralPatel: हम निभाएंगे।  ▶️To stabilize fuel prices, Petrol &amp; Diesel will be bought under GST.  ▶️We will scrap angel tax.  ▶️33% Rese… ",congress,p
720,#humnibhayenge,RT @KilaFateh: We will work to lessen the pollution #HumNibhayenge we will save the Eco system https://t.co/25oea7mw3A ,congress,p
721,#humnibhayenge,RT @AbyTherie: We will deliver #HumNibhayenge  #CongressManifesto2019 https://t.co/25K9CvMBr0 ,congress,p
722,#humnibhayenge,RT @SimmiAhuja_: Empowering women is must to empower Nation and @INCIndia under the able leadership of @RahulGandhi   #HumNibhayenge ,congress,p
723,#humnibhayenge,"RT @kurup62: #CongressManifesto2019  #HumNibhayenge   No more Gabbar Singh Tax  Only easy , Simple Tax  Petrol &amp; Diesel to be under GST htt… ",congress,p
724,#humnibhayenge,"RT @KilaFateh: GST will be reworked so that the traders don't feel problems, will make it easier so that there's no fear  #HumNibhayenge ht… ",congress,p
725,#humnibhayenge,"RT @SaralPatel: BJP &amp; PM Modi is calling Congress Manifesto Anti-national.   Why ? Because Congress Party promises to Unite, Empower and Up… ",congress,p
726,#humnibhayenge,RT @rkhuria: #HumNibhayenge Sedition Law will go. Modi has recklessly used this Law to target his opponents &amp; protect himself from genuine… ,congress,p
727,#humnibhayenge,"RT @INCIndia: We will ensure our cities are empowered through directly elected Mayors, to ensure accountability. #HumNibhayenge https://t.c… ",congress,p
728,#humnibhayenge,"RT @INCIndia: We promise to restore the autonomy of our institutions such as the RBI, ECI, CBI, CIC without fear or favour. #HumNibhayenge… ",congress,p
729,#humnibhayenge,RT @nafeesa27: #HumNibhayenge #CongressManifesto is progressive &amp; pragmatic.We have delivered before.We will deliver again. With emphasis o… ,congress,p
730,#humnibhayenge,RT @amitkrsaha_INC: #HumNibhayenge Congress President Rahul Gandhi ji launches 2019 Manifesto. #CongressManifesto2019 (Short Video) #VoteFo… ,congress,p
731,#humnibhayenge,"RT @RitambharaA: While @INCIndia &amp; @RahulGandhi talk about the poor, farmers, mazdoor, women, the youth while @narendramodi harps on his co… ",congress,p
732,#humnibhayenge,RT @SimmiAhuja_: People Of India is fed up from Jumlas  They are desperately looking for change   And @INCIndia has capability to fulfill t… ,congress,p
733,#humnibhayenge,RT @bhatia_niraj23: Educationist &amp; Entrepreneur Maheshwar Peri On #CongressManifesto's employment creation idea ..  #HumNibhayenge https://… ,congress,p
734,#humnibhayenge,"RT @RuchiraC: Favorite slogans from yesterday's manifesto launch -   - गरीबी पर वार, बहत्तर हज़ार: CP @RahulGandhi  - We will create wealth… ",congress,p
735,#humnibhayenge,RT @SyedUmmer10: @RahulGandhi heavy traffic in net 😯😯 its shows interest of the people of india towards the leader &amp;party of Congress. #hum… ,congress,p
736,#humnibhayenge,RT @MahilaCongress: .@INCIndia promises the Right to Housing for the urban poor and protection from arbitrary eviction. We will build night… ,congress,p
737,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
738,#humnibhayenge,RT @RajuSharmaINC: This manifesto really  represents the voice of the people from all walks of life and also the Congress President’s visio… ,congress,p
739,#humnibhayenge,RT @AbyTherie: We will deliver #HumNibhayenge  #CongressManifesto2019 https://t.co/25K9CvMBr0 ,congress,p
740,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
741,#humnibhayenge,RT @WithCongress: 33% reservation for women in parliament 72000 per annum to poor families A different farmers budget to ease pressure Petr… ,congress,p
742,#humnibhayenge,"RT @INCMumbai: Through the Nyuntam Aay Yojana (NYAY) we will guarantee a minimum yearly income of Rs. 72,000 to 5 crore poorest families, w… ",congress,p
743,#humnibhayenge,RT @AbyTherie: We will deliver #HumNibhayenge  #CongressManifesto2019 https://t.co/25K9CvMBr0 ,congress,p
744,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
745,#humnibhayenge,"RT @INCMumbai: Congress party will extend 33 per cent quota to women in Parliament and Assemblies, and the same percentage of reservation i… ",congress,p
746,#humnibhayenge,RT @MahilaCongress: Nyay is not only a game changer but it is the fulfillment of the promise that our founding fathers made - 'Swaraj' for… ,congress,p
747,#humnibhayenge,"RT @INCIndia: Through the Nyuntam Aay Yojana we will guarantee a minimum yearly income of Rs. 72,000 to 5 crore poorest families, which wil… ",congress,p
748,#humnibhayenge,"RT @INCIndia: We promise to restore the autonomy of our institutions such as the RBI, ECI, CBI, CIC without fear or favour. #HumNibhayenge… ",congress,p
749,#humnibhayenge,"RT @INCIndia: We will ensure our cities are empowered through directly elected Mayors, to ensure accountability. #HumNibhayenge https://t.c… ",congress,p
750,#humnibhayenge,People of India 🇮🇳  Your opinion matters.  But what really counts is your vote ☑  Vote wisely.  #VoteForCongress… https://t.co/weo8wk70xW ,congress,p
751,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
752,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
753,#humnibhayenge,RT @HasibaAmin: NYAY - the final assault on poverty. Mh most favorite point in the Congress Manifesto. What's your's? #HumNibhayenge https:… ,congress,p
754,#humnibhayenge,"RT @INCMumbai: We promise Protection of Forest, Wild life and Biodiversity. #HumNibhayenge https://t.co/PVhbIZ5Vjp ",congress,p
755,#humnibhayenge,"RT @MahilaCongress: ""I've never broken a promise that I've made."" #HumNibhayenge https://t.co/m4KyKL1kWX ",congress,p
756,#humnibhayenge,RT @SaralPatel: Which party calls their manifesto promises 'Jumla' after elections ?   #HumNibhayenge https://t.co/ISpHgc6j1Y ,congress,p
757,#humnibhayenge,RT @SevadalMB: Do you believe in NYAY ?  Do you want to see an India where everyone can live a life of dignity &amp; respect ?  Show your suppo… ,congress,p
758,#humnibhayenge,"RT @INCMaharashtra: Manifesto for the people, by the people &amp; of the people.  We have delivered before. We will deliver again.  #HumNibhaye… ",congress,p
759,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
760,#humnibhayenge,"RT @INCIndia: We will ensure our cities are empowered through directly elected Mayors, to ensure accountability. #HumNibhayenge https://t.c… ",congress,p
761,#humnibhayenge,RT @INCKarnataka: What PM @narendramodi has stolen from the poor will be given back to the poor. Nobody can stop #NYAYforIndia #HumNibhayen… ,congress,p
762,#humnibhayenge,"RT @INCKarnataka: We believe in protecting our poor. Under the NYAY scheme, 20% of the country's poorest will be able to live a life of dig… ",congress,p
763,#humnibhayenge,"RT @INCKarnataka: Traders and businessmen will no longer have to navigate the maze that the Gabbar Singh Tax is today. Under Congress, a si… ",congress,p
764,#humnibhayenge,RT @INCKarnataka: Our armed forces today are struggling for procuring new equipment with which to guard our borders. In a Congress governme… ,congress,p
765,#humnibhayenge,"RT @INCKarnataka: Through the Nyuntam Aay Yojana (NYAY) we will guarantee a minimum yearly income of Rs. 72,000 to 5 crore poorest families… ",congress,p
766,#humnibhayenge,RT @Devv_Nkumar: 🔴Important highlights of  Congress Manifesto #HumNibhayenge   JOBS  🔹34 lakhs(4+20+10) to be filled till 31st March 2020… ,congress,p
767,#humnibhayenge,"RT @INCIndia: Through the Nyuntam Aay Yojana we will guarantee a minimum yearly income of Rs. 72,000 to 5 crore poorest families, which wil… ",congress,p
768,#humnibhayenge,RT @Kavitaskatakdh2: Nyay is not only a game changer but it is the fulfillment of the promise that our founding fathers made - 'Swaraj' for… ,congress,p
769,#humnibhayenge,RT @MahilaCongress: Nyay is not only a game changer but it is the fulfillment of the promise that our founding fathers made - 'Swaraj' for… ,congress,p
770,#humnibhayenge,RT @MahilaCongress: Nyay is not only a game changer but it is the fulfillment of the promise that our founding fathers made - 'Swaraj' for… ,congress,p
771,#humnibhayenge,RT @MahilaCongress: Nyay is not only a game changer but it is the fulfillment of the promise that our founding fathers made - 'Swaraj' for… ,congress,p
772,#humnibhayenge,RT @Tarunkcongress: It's after a long time that focus of a general election is gonna be on a political party's manifesto! Do you know the r… ,congress,p
773,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
774,#humnibhayenge,RT @Devv_Nkumar: 🔴Important highlights of  Congress Manifesto #HumNibhayenge   JOBS  🔹34 lakhs(4+20+10) to be filled till 31st March 2020… ,congress,p
775,#humnibhayenge,RT @MahilaCongress: Nyay is not only a game changer but it is the fulfillment of the promise that our founding fathers made - 'Swaraj' for… ,congress,p
776,#humnibhayenge,"RT @SevadalGA: We promise to restore the autonomy of our premier institutions such as the RBI, ECI, CBI, CIC without fear or favour.  #HumN… ",congress,p
777,#humnibhayenge,RT @Devv_Nkumar: 🔴Important highlights of  Congress Manifesto #HumNibhayenge   JOBS  🔹34 lakhs(4+20+10) to be filled till 31st March 2020… ,congress,p
778,#humnibhayenge,RT @AbyTherie: We will deliver #HumNibhayenge  #CongressManifesto2019 https://t.co/25K9CvMBr0 ,congress,p
779,#humnibhayenge,🔴Important highlights of  Congress Manifesto #HumNibhayenge   JOBS  🔹34 lakhs(4+20+10) to be filled till 31st March… https://t.co/XfK0Ffo062 ,congress,p
780,#humnibhayenge,"RT @INCIndia: We promise to restore the autonomy of our institutions such as the RBI, ECI, CBI, CIC without fear or favour. #HumNibhayenge… ",congress,p
781,#humnibhayenge,RT @SevadalGA: We promises to provide 33% central government jobs for women.  #HumNibhayenge https://t.co/kDxfcQOekX ,congress,p
782,#humnibhayenge,"RT @INCIndia: Through the Nyuntam Aay Yojana we will guarantee a minimum yearly income of Rs. 72,000 to 5 crore poorest families, which wil… ",congress,p
783,#humnibhayenge,"RT @NPatnaikOdisha: To ensure a life of dignity to all Indians, Congress will introduce the Nyuntam Aay Yojana.   (NYAY) under which Rs. 72… ",congress,p
784,#humnibhayenge,RT @JhaSanjay: A Kisan Budget. #HumNibhayenge ,congress,p
785,#humnibhayenge,RT @JhaSanjay: 150 days of #MNREGA. A pro-poor policy that will help obliterate poverty. #HumNibhayenge ,congress,p
786,#humnibhayenge,"RT @JhaSanjay: Not Rs 15 Lakh in every bank account , 2 crore jobs per year , doubling of farm income. No #Jumla. No lies. No fraud. #HumNi… ",congress,p
787,#humnibhayenge,"RT @INCMumbai: Congress party will extend 33 per cent quota to women in Parliament and Assemblies, and the same percentage of reservation i… ",congress,p
788,#humnibhayenge,"RT @KPatelINC: Congress will radically simplify the GST regime with a single moderate rate of tax, zero rating of exports, and exemption fo… ",congress,p
789,#humnibhayenge,"RT @INCMumbai: Congress party will extend 33 per cent quota to women in Parliament and Assemblies, and the same percentage of reservation i… ",congress,p
790,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
791,#humnibhayenge,"RT @INCIndia: We promise to restore the autonomy of our institutions such as the RBI, ECI, CBI, CIC without fear or favour. #HumNibhayenge… ",congress,p
792,#humnibhayenge,RT @INCKarnataka: What PM @narendramodi has stolen from the poor will be given back to the poor. Nobody can stop #NYAYforIndia #HumNibhayen… ,congress,p
793,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
794,#humnibhayenge,"RT @INCIndia: Through the Nyuntam Aay Yojana we will guarantee a minimum yearly income of Rs. 72,000 to 5 crore poorest families, which wil… ",congress,p
795,#humnibhayenge,RT @INCKarnataka: What PM @narendramodi has stolen from the poor will be given back to the poor. Nobody can stop #NYAYforIndia #HumNibhayen… ,congress,p
796,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
797,#humnibhayenge,RT @SevadalMB: Do you believe in NYAY ?  Do you want to see an India where everyone can live a life of dignity &amp; respect ?  Show your suppo… ,congress,p
798,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
799,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
800,#humnibhayenge,"RT @RuchiraC: Favorite slogans from yesterday's manifesto launch -   - गरीबी पर वार, बहत्तर हज़ार: CP @RahulGandhi  - We will create wealth… ",congress,p
801,#humnibhayenge,#BSNL @BSNLCorporate @BSNL_KTK @BSNL_KL @BSNL_GJ @BSNL_OR @BSNL_RJ @BSNL_JK #5G revolution is here. Here's when to… https://t.co/j9oK8vKif1 ,congress,p
802,#humnibhayenge,RT @MahilaCongress: Nyay is not only a game changer but it is the fulfillment of the promise that our founding fathers made - 'Swaraj' for… ,congress,p
803,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
804,#humnibhayenge,RT @INCKarnataka: What PM @narendramodi has stolen from the poor will be given back to the poor. Nobody can stop #NYAYforIndia #HumNibhayen… ,congress,p
805,#humnibhayenge,"RT @MahilaCongress: Essential goods of mass consumption (such as food grains, lifesaving drugs, vaccines, etc.) and essential services will… ",congress,p
806,#humnibhayenge,RT @AbyTherie: We will deliver #HumNibhayenge  #CongressManifesto2019 https://t.co/25K9CvMBr0 ,congress,p
807,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
808,#humnibhayenge,RT @INCKarnataka: What PM @narendramodi has stolen from the poor will be given back to the poor. Nobody can stop #NYAYforIndia #HumNibhayen… ,congress,p
809,#humnibhayenge,RT @INCMaharashtra: Love not Hate.  #HumNibhayenge https://t.co/nd9XzExR4e ,congress,p
810,#humnibhayenge,"RT @MahilaCongress: Essential goods of mass consumption (such as food grains, lifesaving drugs, vaccines, etc.) and essential services will… ",congress,p
811,#humnibhayenge,"RT @MahilaCongress: ""I've never broken a promise that I've made."" #HumNibhayenge https://t.co/m4KyKL1kWX ",congress,p
812,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
813,#humnibhayenge,"RT @NPatnaikOdisha: At the launch of Congress Manifesto,2019 with AICC Communication Convenor Smt. @priyankac19.   The Congress Party's man… ",congress,p
814,#humnibhayenge,"RT @SevadalBR: 22 lakh jobs in first year, promises Rahul Gandhi. #HumNibhayenge https://t.co/L3WrYJoEzB ",congress,p
815,#humnibhayenge,RT @Jatinder9815417: We promise to bring petrol and diesel prices under the ambit of GST so that the fuel prices are cheaper and better reg… ,congress,p
816,#humnibhayenge,We promise to bring petrol and diesel prices under the ambit of GST so that the fuel prices are cheaper and better… https://t.co/7akAx92G77 ,congress,p
817,#humnibhayenge,"RT @INCMaharashtra: Through the Nyuntam Aay Yojana (NYAY) we will guarantee a minimum yearly income of Rs. 72,000 to 5 crore poorest famili… ",congress,p
818,#humnibhayenge,RT @MahilaCongress: Nyay is not only a game changer but it is the fulfillment of the promise that our founding fathers made - 'Swaraj' for… ,congress,p
